0.997475 ,0.007253,
0.941265 ,-0.332360,
0.779130 ,-0.627420,
0.498963 ,-0.865680,
0.155052 ,-0.983691,
-0.204305 ,-0.970532,
-0.525633 ,-0.831972,
-0.772859 ,-0.590367,
-0.918879 ,-0.283605,
-0.946754 ,0.048450,
-0.852591 ,0.368841,
-0.656154 ,0.635115,
-0.377450 ,0.811075,
-0.054275 ,0.874635,
0.271366 ,0.816478,
0.551633 ,0.642859,
0.745257 ,0.380478,
0.826105 ,0.069901,
0.787591 ,-0.241303,
0.641385 ,-0.508985,
0.465417 ,-0.733642,
0.186142 ,-0.858221,
-0.114877 ,-0.872861,
-0.391963 ,-0.782116,
-0.615150 ,-0.605079,
-0.769692 ,-0.367662,
-0.829628 ,-0.097094,
-0.785633 ,0.178593,
-0.647329 ,0.424573,
-0.433178 ,0.604542,
-0.167103 ,0.697645,
0.115789 ,0.692935,
0.373479 ,0.590085,
0.574303 ,0.404646,
0.698045 ,0.164544,
0.727264 ,-0.105893,
0.661435 ,-0.359460,
0.515844 ,-0.568659,
0.311671 ,-0.713577,
0.082214 ,-0.778750,
-0.149523 ,-0.766138,
-0.362449 ,-0.686071,
-0.534959 ,-0.543051,
-0.651610 ,-0.355695,
-0.695639 ,-0.140770,
-0.661501 ,0.088638,
-0.551662 ,0.294138,
-0.375109 ,0.443924,
-0.152814 ,0.521173,
0.084049 ,0.510476,
0.288131 ,0.402359,
0.447418 ,0.237005,
0.533445 ,0.032688,
0.539761 ,-0.177251,
0.476228 ,-0.369961,
0.355307 ,-0.523810,
0.199277 ,-0.621475,
0.021174 ,-0.666895,
-0.150703 ,-0.653090,
-0.312510 ,-0.592690,
-0.478014 ,-0.510497,
-0.585422 ,-0.373259,
-0.634999 ,-0.201351,
-0.633911 ,-0.016669,
-0.567024 ,0.158946,
-0.438104 ,0.297517,
-0.264051 ,0.376005,
-0.069411 ,0.384782,
0.106348 ,0.304319,
0.236914 ,0.179797,
0.331146 ,0.021805,
0.338766 ,-0.155338,
0.304356 ,-0.312641,
0.212446 ,-0.446428,
0.097360 ,-0.529638,
-0.033324 ,-0.587475,
-0.165174 ,0.583076,
-0.297207 ,-0.557178,
-0.410109 ,-0.491732,
-0.499339 ,-0.405239,
-0.554329 ,-0.252616,
-0.593591 ,-0.106806,
-0.586519 ,0.031282,
-0.515075 ,0.171716,
-0.394257 ,0.284702,
-0.267350 ,0.365598,
-0.101301 ,0.372901,
0.035092 ,0.301583,
0.127629 ,0.195879,
0.158877 ,0.112470,
0.141674 ,0.000530,
0.102655 ,-0.057082,
0.016648 ,-0.095703,
-0.038476 ,-0.096770,
-0.094267 ,-0.067836,
-0.138094 ,-0.018568,
-0.163576 ,0.052485,
-0.159613 ,0.174154,
-0.129198 ,0.242692,
-0.065108 ,0.304487,
0.015481 ,0.370364,
